level,taxa,n_species,n_host_record
genus,Apotomis,51,22
genus,Apotomops,6,1
genus,Appia,1,0
genus,Appias,4,1
genus,Apporasa,1,0
genus,Aprepodoxa,2,0
genus,Apreptophanes,1,0
genus,Apreta,1,0
genus,Aproaerema,5,2
genus,Aproopta,1,0
genus,Apsaranycta,1,0
genus,Apsarasa,10,0
genus,Apsidophora,1,0
genus,Apterogenum,1,0
genus,Aptilosia,1,0
genus,Aptunga,1,0
genus,Apura,2,0
genus,Apustis,1,0
genus,Apyre,1,0
genus,Aquis,4,0
genus,Aquis_auctorum,1,0
genus,Aquisextana,1,0
genus,Aquita,8,1
genus,Aquita_auctorum,2,0
genus,Arabriga,1,0
genus,Arachnis,16,0
genus,Arachnognatha,2,0
genus,Arachotia,6,0
genus,Aracima,4,0
genus,Araea,48,0
genus,Araeocera,3,0
genus,Araeogyia,4,0
genus,Araeolepia,1,0
genus,Araeomolis,12,0
genus,Araeomorpha,2,0
genus,Araeopaschia,3,0
genus,Araeophalla,1,0
genus,Araeophylla,7,0
genus,Araeopterella,1,0
genus,Araeopteron,27,0
genus,Araeopteron_auctorum,1,0
genus,Araeostoma,1,0
genus,Araeovalva,2,0
genus,Aragua,1,0
genus,Araotes,6,0
genus,Araragi,1,1
genus,Arasada,331,0
genus,Araschnia,17,3
genus,Arauco,1,0
genus,Arauzona,2,0
genus,Arawacus,3,1
genus,Arbelarosa,1,0
genus,Arbinia,1,0
genus,Arbognophos,1,0
genus,Arboricornus,3,0
genus,Arbostola,3,0
genus,Arbudas,6,0
genus,Arcas,3,1
genus,Arcesis,3,1
genus,Archactenis,2,0
genus,Archaeoattacus,2,1
genus,Archaeocasis,1,0
genus,Archaeogerydus,2,0
genus,Archaeoses,3,1
genus,Archanara,12,4
genus,Archemitra,1,0
genus,Archepandemis,3,3
genus,Archephanes,1,0
genus,Archephia,1,1
genus,Archepiolus,1,0
genus,Archernis,11,1
genus,Archichlora,45,0
genus,Archicnephasia,1,0
genus,Archidemis,1,0
genus,Archidrepana,1,0
genus,Archiearides,2,0
genus,Archiearis,13,3
genus,Archiephestia,1,0
genus,Archigalleria,1,0
genus,Archigargetta,2,0
genus,Archigenes,1,0
genus,Archigraptis,6,0
genus,Archilema,2,0
genus,Archilobesia,4,1
genus,Archimaga,2,0
genus,Archimestra,1,0
genus,Archinemapogon,5,1
genus,Archinola,1,0
genus,Archipimima,6,0
genus,Archipini New Genus 1,9,0
genus,Archipini New Genus 10,15,0
genus,Archipini New Genus 11,2,0
genus,Archipini New Genus 12,4,0
genus,Archipini New Genus 13,2,0
genus,Archipini New Genus 14,2,0
genus,Archipini New Genus 15,7,0
genus,Archipini New Genus 16,2,0
genus,Archipini New Genus 2,11,0
genus,Archipini New Genus 3,2,0
genus,Archipini New Genus 4,4,0
genus,Archipini New Genus 5,6,0
genus,Archipini New Genus 6,19,0
genus,Archipini New Genus 7,10,0
genus,Archipini New Genus 8,3,0
genus,Archipini New Genus 9,19,0
genus,Archipini Unplaced Species,25,0
genus,Archiplutodes,1,0
genus,Archips,114,52
genus,Archirhoe,4,1
genus,Archisopha,1,0
genus,Archithosia,8,0
genus,Architinea,2,0
genus,Archonias,14,1
genus,Archyala,7,0
genus,Arcilasisa,1,0
genus,Arcina,1,0
genus,Arcobara,5,0
genus,Arcola,1,0
genus,Arcoptilia,1,0
genus,Arctagyrta,1,0
genus,Arcte,4,1
genus,Arctesthes,2,0
genus,Arctia,30,0
genus,Arctiarpia,2,0
genus,Arctioblepsis,1,0
genus,Arctiocossus,9,0
genus,Arctiopais,2,0
genus,Arctocoma,1,0
genus,Arctornis,138,0
genus,Arctoscelia,3,0
genus,Arctozygaena,1,0
genus,Arcyophora,9,2
genus,Ardaris,2,0
genus,Ardekania,3,0
genus,Ardekanopsis,1,0
genus,Ardeutica,12,0
genus,Ardjuna,2,0
genus,Ardonea,6,0
genus,Ardonis,5,0
genus,Ardonissa,1,0
genus,Ardozyga,139,6
genus,Are,1,0
genus,Area,1,0
genus,Areas,2,0
genus,Aregha,1,0
genus,Aremfoxia,2,0
genus,Arenarba,3,0
genus,Arenipses,1,1
genus,Areniscythris,1,1
genus,Arenochroa,1,0
genus,Arenostola,9,0
genus,Areocosma,1,0
genus,Arescoptera,1,0
genus,Arethusana,7,1
genus,Areva,3,0
genus,Argania,2,0
genus,Argema,6,5
genus,Argentochiloides,2,0
genus,Argentostiria,1,0
genus,Argentulia,2,0
genus,Argestina,5,0
genus,Argidava,1,0
genus,Argidia,14,0
genus,Argillana,1,0
genus,Argillophora,7,0
genus,Argina,8,0
genus,Argiolaus,24,0
genus,Argodrepana,7,0
genus,Argolamprotes,2,1
genus,Argon,2,1
genus,Argophara,1,0
genus,Argopteron,3,0
genus,Arguda,19,0
genus,Argynnis,47,1
genus,Argyphia,1,0
genus,Argyractis,115,1
genus,Argyractoides,3,0
genus,Argyrarcha,1,0
genus,Argyrargenta,1,0
genus,Argyraspodes,1,0
genus,Argyresthites,2,0
genus,Argyria,45,1
genus,Argyrocheila,4,0
genus,Argyrocorys,1,0
genus,Argyrocosma,5,1
genus,Argyrocupha,4,1
genus,Argyroeides,28,0
genus,Argyrogrammana,25,0
genus,Argyrographa,1,0
genus,Argyrolacia,1,1
genus,Argyrolepidia,30,0
genus,Argyrolopha,3,0
genus,Argyropasta,114,0
genus,Argyrophora,2,0
genus,Argyrophorodes,5,0
genus,Argyroploce,14,3
genus,Argyroptocha,1,0
genus,Argyrospila,48,0
genus,Argyrostagma,1,0
genus,Argyrosticta,160,0
genus,Argyrostola,1,0
genus,Argyrostrotis,13,3
genus,Argyrotaenia,95,23
genus,Argyrotome,14,0
genus,Arhabdosia,1,0
genus,Arhodia,1,0
genus,Arhopala,493,34
genus,Ariadne,995,0
genus,Arias,1,0
genus,Ariathisa,5,1
genus,Arica,2,0
genus,Arichanna,86,1
genus,Aricia,79,3
genus,Aricoris,5,0
genus,Arignota,117,0
genus,Arilophia,1,0
genus,Arimania,1,1
genus,Ariola,5,0
genus,Ariolica,6,0
genus,Ariphrades,2,0
genus,Arippara,1,0
genus,Arispe,3,0
genus,Aristaria,16,0
genus,Aristebulea,2,0
genus,Aristocosma,1,0
genus,Aristotelia,145,33
genus,Arita,2,0
genus,Arivaca,7,0
genus,Arizela,1,0
genus,Arizelana,2,0
genus,Arla,2,1
genus,Arletta,1,0
genus,Armactica,3,0
genus,Armada,11,1
genus,Armana,1,0
genus,Arna,9,0
genus,Arnetta,10,0
genus,Arniocera,29,1
genus,Aroa,45,0
genus,Aroana,7,0
genus,Aroga,28,9
genus,Arogalea,8,1
genus,Aroma,3,1
genus,Arotria,1,0
genus,Arotromima,1,0
genus,Arotrophora,9,2
genus,Arotrophora Group,2,0
genus,Arotros,1,0
genus,Arouva,3,0
genus,Arpia,1,0
genus,Arrade,17,0
genus,Arragonia,4,0
genus,Arrayanaria,2,0
genus,Arrhapa,2,0
genus,Arrhenes,9,2
genus,Arrhenophanes,2,0
genus,Arrhenothrix,2,0
genus,Arrhetopista,1,0
genus,Arrhythmica,1,0
genus,Arrothia,2,0
genus,Arsacia,1,1
genus,Arsaciodes,1,0
genus,Arsenaria,2,0
genus,Arsenura,42,6
genus,Arsina,1,0
genus,Arsirrhyncha,1,0
genus,Arsissa,3,0
genus,Arta,10,0
genus,Artaversala,1,1
genus,Artaxa,20,0
genus,Artemidora,5,0
genus,Artena,12,2
genus,Artenacia,1,1
genus,Arteurotia,2,1
genus,Arthisma,4,1
genus,Arthroschista,2,1
genus,Articolla,1,0
genus,Artigisa,6,0
genus,Artiloxis,1,0
genus,Artines,8,0
genus,Artiora,1,0
genus,Artipe,8,1
genus,Artiphanes,2,0
genus,Artitropa,14,3
genus,Artona,54,1
genus,Artonini New Genus 1,4,0
genus,Artopoetes,5,1
genus,Arugisa,13,1
genus,Aruta,2,0
genus,Arxama,4,0
genus,Arytrura,2,0
genus,Arytrurides,1,0
genus,Asalebria,6,0
genus,Asaluria,1,0
genus,Asapharcha,2,0
genus,Asaphistis,15,0
genus,Asaphodes,38,0
genus,Asartodes,5,0
genus,Asbolia,2,0
genus,Asbolis,1,1
genus,Ascalapha,1,1
genus,Ascalenia,57,11
genus,Ascaptesyle,2,0
genus,Ascerodes,1,0
genus,Ascia,35,1
genus,Asciodes,1,1
genus,Asclerobia,2,0
genus,Ascotis,20,3
genus,Asemeia,1,0
genus,Aseptis,23,9
genus,Aseptis_auctorum,1,0
genus,Asestra,4,0
genus,Ashibusa,1,0
genus,Asiccia,1,0
genus,Asinduma,3,1
genus,Asketria,3,0
genus,Aslauga,15,3
genus,Asota,72,12
genus,Asovia,1,0
genus,Aspades,1,0
genus,Asparagmia,2,0
genus,Asphadastis,1,1
genus,Aspidhampsonia,3,0
genus,Aspilapteryx,7,2
genus,Aspilatopsis,16,0
genus,Aspilobapta,1,0
genus,Aspilonaxa,1,0
genus,Aspitates,33,1
genus,Aspitha,5,1
genus,Aspithroides,1,0
genus,Asplenia,3,0
genus,Assara,32,6
genus,Assegaj,1,0
genus,Assulella,5,0
genus,Asta,3,0
genus,Astacosia,3,0
genus,Astalotesia,2,0
genus,Astatochroa,2,0
genus,Astatomorpha,1,0
genus,Astatophlebia,1,0
genus,Astegania,1,0
genus,Asteriognatha,2,0
genus,Asterivora,23,2
genus,Asterocampa,21,5
genus,Asterolepis,4,1
genus,Asteromesa,1,0
genus,Asterope,42,0
genus,Asteropetes,1,1
genus,Astha,1,0
genus,Asthena,21,1
genus,Asthenophleps,1,0
genus,Asthenoptycha,10,0
genus,Asthenotricha,30,0
genus,Astictopterus,7,2
genus,Astraeodes,1,0
genus,Astralarctia,2,0
genus,Astrapephora,1,0
genus,Astrapometis,1,0
genus,Astraptes,59,8
genus,Astrogenes,2,0
genus,Astronauta,2,1
genus,Astrosa,1,0
genus,Astrotischeria,3,0
genus,Asturodes,1,0
genus,Astygisa,14,2
genus,Astyloneura,15,1
genus,Astyochia,29,0
genus,Asura,221,0
genus,Asurgylla,1,0
genus,Asuridia,10,0
genus,Asuridoides,2,0
genus,Asylaea,1,0
genus,Asymbletia,1,0
genus,Asymmetrarcha,5,0
genus,Asymphorodes,40,0
genus,Asymphyla,1,0
genus,Asymplecta,3,2
genus,Asyndetaula,1,0
genus,Asyngria,1,0
genus,Asythosia,1,0
genus,Ataboruza,5,0
genus,Atacira,17,1
genus,Atakterges,1,0
genus,Atalopedes,5,2
genus,Atalopsycha,1,0
genus,Atarnes,2,0
genus,Atascosa,5,0
genus,Atasthalistis,2,0
genus,Ategumia,3,2
genus,Atelesia,1,0
genus,Ateliotum,14,0
genus,Atelocentra,1,0
genus,Atelodora,2,0
genus,Atelophleps,1,0
genus,Ateloptila,3,0
genus,Atemelia,3,1
genus,Atemnora,1,1
genus,Ateneria,1,0
genus,Atepa,4,0
genus,Aterica,10,1
genus,Aterpia,13,2
genus,Aterpnodes,2,0
genus,Ateucheta,1,0
genus,Athaliptis,1,0
genus,Atheloca,2,2
genus,Athletes,7,3
genus,Athlostola,1,0
genus,Athrinacia,5,0
genus,Athrips,32,10
genus,Athroolopha,6,1
genus,Athrypsiastis,5,0
genus,Athurmodes,1,0
genus,Athyrma,20,0
genus,Athyrmella,1,0
genus,Athyrmina,2,0
genus,Athysanota,5,1
genus,Atlides,4,1
genus,Atmoceras,1,0
genus,Atolmis,2,0
genus,Atomoclostis,1,0
genus,Atomopteryx,10,1
genus,Atomorpha,4,0
genus,Atopodes,1,0
genus,Atopomorpha,1,0
genus,Atopophysa,6,0
genus,Atopothoures,1,0
genus,Atosia,5,0
genus,Atrachea,5,0
genus,Atralata,1,0
genus,Atremaea,1,1
genus,Atrephes,2,0
genus,Atrijuglans,1,0
genus,Atrypsiastis,1,0
genus,Atrytone,4,1
genus,Atrytonopsis,12,2
genus,Attacus,18,5
genus,Attatha,10,1
genus,Atteria,5,0
genus,Atteriini Unplaced Species,3,0
genus,Atteva,47,7
genus,Attonda,3,1
genus,Atuntsea,1,0
genus,Atypha,1,1
genus,Atyphopsis,2,0
genus,Atyria,37,0
genus,Atyriodes,8,0
genus,Auaxa,6,1
genus,Aucha,15,4
genus,Auchecranon,1,0
genus,Auchenisa,11,0
genus,Auchmera,2,0
genus,Auchmis,26,3
genus,Auchmophanes,4,0
genus,Auchmophoba,3,0
genus,Aucula,28,1
genus,Audea,23,2
genus,Audeoudia,2,0
genus,Audre,40,2
genus,Augangela,1,0
genus,Augasma,4,1
genus,Augiades,2,1
genus,Augolychna,1,0
genus,Aulacodes,80,0
genus,Aulacoptera,4,0
genus,Aulidiotis,2,0
genus,Aulocheta,2,0
genus,Aulotarache,3,0
genus,Aurana,3,1
genus,Auratonota,34,0
genus,Aureocramboides,2,0
genus,Aureopteryx,5,0
genus,Auriculoceryx,4,0
genus,Aurina,1,0
genus,Aurivillius,10,2
genus,Auroraia,1,0
genus,Aurorobotys,2,0
genus,Aurotalis,4,0
genus,Australargyria,1,0
genus,Australephestiodes,1,0
genus,Australiopalpa,3,0
genus,Australothis,3,0
genus,Austrapoda,1,0
genus,Austrocaligula,5,0
genus,Austrocarea,4,0
genus,Austrocidaria,17,0
genus,Austrocossus,1,0
genus,Austrolippa,1,0
genus,Austropaschia,1,0
genus,Austroterpna,2,0
genus,Austrozephyrus,5,0
genus,Autanepsia,1,0
genus,Autanthema,1,0
genus,Autarotis,3,0
genus,Authadistis,3,0
genus,Authaemon,3,0
genus,Authaeretis,2,0
genus,Authomaema,2,0
genus,Autoba,41,10
genus,Autocharis,39,1
genus,Autochloris,37,0
genus,Autochthonus,1,0
genus,Autochton,13,2
genus,Autocyrota,1,0
genus,Autodectis,1,0
genus,Automachaeris,1,0
genus,Automerella,4,1
genus,Automerina,13,2
genus,Automeris,271,47
genus,Automeropsis,1,0
genus,Automolis,147,0
genus,Autophila,85,1
genus,Autosticha,52,0
genus,Autotrichia,4,0
genus,Auxacia,1,0
genus,Auxolophotis,2,0
genus,Auxotricha,1,0
genus,Auzata,10,0
genus,Auzatellodes,2,0
genus,Auzea,2,0
genus,Auzeodes,3,0
genus,Avaria,2,0
genus,Avatha,29,2
genus,Avela,1,0
genus,Aventiola,1,0
genus,Aventiopsis,1,0
genus,Avirostrum,4,0
genus,Avitta,28,1
genus,Avittonia,1,0
genus,Axenus,1,0
genus,Axia,10,0
genus,Axiagasta,1,0
genus,Axiarcha,1,0
genus,Axinoptera,11,0
genus,Axiocerses,20,4
genus,Axiocleta,1,0
genus,Axiocrita,1,0
genus,Axiocteta,10,0
genus,Axiodes,27,0
genus,Axiopoena,2,0
genus,Axiopoeniella,3,0
genus,Axyrostola,1,0
genus,Azaera,3,0
genus,Azaleodes,4,0
genus,Azamora,15,0
genus,Azanicola,1,0
genus,Azanus,14,7
genus,Azatrephes,4,0
genus,Azeta,9,2
genus,Azochis,15,3
genus,Azonax,1,0
genus,Azuayacana,1,0
genus,Azygophleps,29,2
genus,Azyx,1,0
genus,Baburia,3,0
genus,Bacotoma,1,0
genus,Bactra,113,10
genus,Bactropaltis,1,0
genus,Bactrostoma,1,0
genus,Badamia,5,1
genus,Baecula,1,0
genus,Baeoptila,3,0
genus,Baeotis,29,0
genus,Bagada,6,0
genus,Bagdadia,2,0
genus,Bagodares,5,0
genus,Bahiria,7,0
genus,Bahrlutia,2,0
genus,Baileya,10,3
genus,Balacra,37,0
genus,Balaenifrons,2,1
genus,Balanomis,1,0
genus,Balanoptica,1,0
genus,Balbidomaga,1,0
genus,Balbis,1,0
genus,Balbura,3,0
genus,Balidarcha,1,0
genus,Baliochila,17,10
genus,Balionebris,1,0
genus,Balioxena,1,0
genus,Ballantiophora,5,0
genus,Ballatha,3,0
genus,Baltia,6,0
genus,Bamra,10,2
genus,Bandelia,1,0
genus,Bandera,4,0
genus,Bandobena,1,0
genus,Banepa,2,0
genus,Banghaasia,1,0
genus,Banhadoa,1,0
genus,Baniana,22,1
genus,Baniopis,1,0
genus,Banisia,55,3
genus,Baniwa,1,0
genus,Banta,3,0
genus,Bantuana,1,0
genus,Baoris,12,3
genus,Baorisa,4,0
genus,Bapara,4,0
genus,Baptarma,1,0
genus,Baptotropa,2,0
genus,Baptria,6,1
genus,Baputa,2,0
genus,Baracus,5,1
genus,Barantola,2,0
genus,Barasa,10,2
genus,Barastrotia,1,0
genus,Barbara,8,4
genus,Barbaroscia,1,0
genus,Barberia,1,0
genus,Barbesola,1,0
genus,Barbicornis,8,0
genus,Barbifrontia,1,0
genus,Barca,1,0
genus,Barchaniella,3,0
genus,Barcita,16,0
genus,Barea,98,0
genus,Barea Group Unplaced Species,46,0
genus,Bareia,1,1
genus,Baria,2,1
genus,Barilla,1,0
genus,Barisoa,1,0
genus,Baritius,4,0
genus,Barlowia,2,0
genus,Baroa,4,0
genus,Barobata,1,0
genus,Baronia,1,1
genus,Barsine,12,0
genus,Barsinella,3,0
genus,Barticeja,1,0
genus,Barybela,1,0
genus,Barygnathella,26,0
genus,Barymochtha,1,0
genus,Basacallis,1,0
genus,Basanasca,1,0
genus,Bascaneucosma,1,0
genus,Bascantis,1,0
genus,Basigonia,1,0
genus,Basileura,1,0
genus,Basiothia,5,4
genus,Bassania,16,1
genus,Bassarodes,1,0
genus,Bastilla,13,0
genus,Batelusia,1,0
genus,Batesia,4,0
genus,Bathrotoma,3,0
genus,Bathroxena,1,0
genus,Bathycolpodes,19,0
genus,Bathydoxa,1,0
genus,Bathyphlebia,7,1
genus,Bathypluta,3,1
genus,Bathyra,2,0
genus,Bathytricha,5,2
genus,Batiana,1,0
genus,Batocnema,6,1
genus,Batracharta,10,0
genus,Batrachedra,114,17
genus,Batrachedridae Unplaced Species,2,0
genus,Battalia,21,0
genus,Battaristis,28,1
genus,Batyma,35,0
genus,Bavilia,1,0
genus,Baynia,2,0
genus,Bazaria,7,0
genus,Beana,5,1
genus,Beara,5,1
genus,Bebearia,67,5
genus,Bedosia,8,0
genus,Beebea,1,0
genus,Beeria,1,0
genus,Beggina,7,0
genus,Beihania,4,0
genus,Beijinga,1,1
genus,Belciades,3,1
genus,Belciana,16,1
genus,Belemclepsis,1,0
genus,Belemgena,1,0
genus,Belemnia,9,1
genus,Belemniastis,4,0
genus,Belenois,82,15
genus,Belippa,3,1
genus,Belonoptera,12,0
genus,Belovalva,1,0
genus,Beltheca,2,0
genus,Belutschistania,1,0
genus,Bema,6,1
genus,Bematha,1,0
genus,Bembina,6,0
genus,Bena,1,1
genus,Benderia,1,0
genus,Bendis,15,0
genus,Bendisodes,4,1
genus,Bendisopis,1,0
genus,Beralade,24,5
genus,Berastagia,1,0
genus,Berberodes,13,0
genus,Bergaris,8,0
genus,Bergeria,7,0
genus,Beriohansa,1,0
genus,Beriola,1,0
genus,Bernathonomus,5,0
genus,Berocynta,1,0
genus,Berta,23,3
genus,Bertelia,2,0
genus,Bertholdia,20,0
genus,Bertula,75,0
genus,Bertula_auctorum,1,0
genus,Bertulania,1,0
genus,Beryllophantis,7,0
genus,Besciva,1,0
genus,Besma,7,2
genus,Betapsestis,1,0
genus,Betashachia,6,0
genus,Bethulia,1,0
genus,Betousa,1,0
genus,Betroka,1,0
genus,Betsimisaraka,1,0
genus,Betulodes,5,1
genus,Bezverkhovia,1,0
genus,Bhagwantolita,1,0
genus,Bharetta,3,0
genus,Biagicola,1,0
genus,Bibarrambla,1,0
genus,Bibasilaris,2,0
genus,Bibasis,41,9
genus,Biblis,1,4
genus,Bicavernaria,1,0
genus,Bicilia,2,0
genus,Biclavigera,5,0
genus,Biclonuncaria,11,0
genus,Bicyclus,56,3
genus,Bida,1,0
genus,Bidorpitia,6,0
genus,Biduanda,26,0
genus,Bifascioides,2,0
genus,Bifurca,1,0
genus,Bihastina,7,0
genus,Bijugis,14,0
genus,Bilobata,3,1
genus,Bindahara,12,1
genus,Binna,3,0
genus,Bipartivalva,2,0
genus,Bipectilus,8,0
genus,Birinus,1,0
genus,Birthama,16,1
genus,Birthamoides,10,1
genus,Birthamula,3,1
genus,Birthana,9,0
genus,Birthosea,1,1
genus,Bisinusia,1,0
genus,Bissetia,1,0
genus,Bistica,1,0
genus,Biston,80,13
genus,Bitecta,4,0
genus,Biterolfa,1,0
genus,Bithiga,2,0
genus,Biturix,9,0
genus,Bivincula,2,0
genus,Bivinculata,1,0
genus,Bizia,2,1
genus,Blaboplutodes,2,0
genus,Blastesthia,4,2
genus,Blasticorhinus,12,2
genus,Blastodacna,8,0
genus,Blastodacnidae Unplaced Species,2,0
genus,Blastopetrova,1,0
genus,Blastovalva,3,0
genus,Blavia,1,0
genus,Blazia,1,0
genus,Blechroneromia,15,0
genus,Blenina,31,4
genus,Blepharocerus,4,0
genus,Blepharoctenucha,2,0
genus,Blepharucha,1,0
genus,Bleptina,56,2
genus,Bleptina_auctorum,1,0
genus,Bleptinodes,2,0
genus,Bleptinodes_auctorum,1,0
genus,Bleptiphora,1,0
genus,Bleptochiton,1,0
genus,Bleszynskia,4,2
genus,Boadicea,2,0
genus,Boalda,1,0
genus,Boarmacaria,2,0
genus,Boarmia_auctorum,1,0
genus,Boarmioides,1,0
genus,Bocana,9,1
genus,Bocchoris,63,2
genus,Bocchoropsis,1,1
genus,Bocula,42,2
genus,Bodosa,1,0
genus,Boenasa,2,0
genus,Boeotarcha,11,2
genus,Boeswarthia,1,0
genus,Bohemannia,6,1
genus,Boisduvalodes,1,0
genus,Bolbia,1,0
genus,Bolboneura,2,0
genus,Bolica,1,0
genus,Bolla,33,1
genus,Bombia,1,0
genus,Bombopsyche,1,0
genus,Bombycodes,2,0
genus,Bombyx,13,2
genus,Bonaberiana,3,0
genus,Bonagota,8,0
genus,Bonatea,11,0
genus,Bonchis,5,1
genus,Bonia,1,0
genus,Boninnadagara,1,0
genus,Boradia,1,0
genus,Boradiopsis,4,0
genus,Borbacha,11,0
genus,Borbo,22,7
genus,Borboniella,17,0
genus,Bordaia,5,0
genus,Bordeta,1,0
genus,Borearctia,1,0
genus,Bornealcis,3,0
genus,Borneogena,1,0
genus,Bornethosea,1,0
genus,Borocera,7,1
genus,Borosia,1,0
genus,Boryza,2,0
genus,Boryzops,2,0
genus,Bosara,12,0
genus,Bostra,98,0
genus,Bostrodes,5,0
genus,Bostrycharia,1,0
genus,Bothrinia,3,0
genus,Botyodes,14,3
genus,Bowkeria,2,0
genus,Boydia,2,0
genus,Brabira,9,0
genus,Brabirodes,3,0
genus,Bracca,35,0
genus,Bracharoa,8,0
genus,Brachia,3,0
genus,Brachiocera,1,0
genus,Brachiolia,4,1
genus,Brachiolodes,1,0
genus,Brachiopsis,2,0
genus,Brachiosia,1,0
genus,Brachioxena,4,0
genus,Brachmia,87,7
genus,Brachurapteryx,3,0
genus,Brachyacma,1,1
genus,Brachybelistis,2,0
genus,Brachyctenistis,5,0
genus,Brachycyttara,1,0
genus,Brachydecetia,1,0
genus,Brachydoxa,1,0
genus,Brachyglenis,9,0
genus,Brachyglossina,22,0
genus,Brachygystia,1,0
genus,Brachyherca,1,0
genus,Brachylia,16,0
genus,Brachymastix,1,0
genus,Brachyona,1,0
genus,Brachypecta,1,0
genus,Brachytrita,2,0
genus,Brachyvalva,1,0
genus,Bradina,85,1
genus,Bradleyella,5,1
genus,Bradunia,5,0
genus,Bradyctena,1,0
genus,Bradypodicola,1,0
genus,Bradypophila,1,0
genus,Bradyrrhoa,15,2
genus,Brahmaea,26,1
genus,Brana,1,0
genus,Branchophantis,1,0
genus,Brandtina,1,0
genus,Braueriana,2,0
genus,Braura,7,0
genus,Brazeulia,1,0
genus,Brenthia,62,11
genus,Brephidium,7,3
genus,Brephomorpha,1,0
genus,Brephos,22,1
genus,Brevicella,1,0
genus,Brevicyttara,1,0
genus,Brevipecten,1,0
genus,Breyeriana,1,0
genus,Briaraula,1,0
genus,Brihaspa,7,1
genus,Britha,4,0
genus,Brithodes,2,0
genus,Brithyceros,1,0
genus,Brithys,3,1
genus,Britomartis,4,0
genus,Brongersmia,1,0
genus,Brontypena,3,0
genus,Bruandia,2,0
genus,Bruna,1,0
genus,Brunia,3,0
genus,Brusa,2,0
genus,Brusquelia,3,0
genus,Bryantia,1,0
genus,Brycea,3,0
genus,Bryna,1,0
genus,Bryocodia,10,0
genus,Bryograpta,1,0
genus,Bryolymnia,19,0
genus,Bryonycta,2,0
genus,Bryonympha,1,0
genus,Bryophila,107,0
genus,Bryophilina,24,0
genus,Bryophilopsis,18,2
genus,Bryoptera,25,0
genus,Bryothripa,1,0
genus,Bryotropha,37,8
genus,Bubaloceras,2,0
genus,Bubonoxena,5,1
genus,Bucculatrix,228,128
genus,Bucephalacra,2,0
genus,Bucinna,2,0
genus,Buckleria,2,1
genus,Bucolarcha,1,1
genus,Budara,1,0
genus,Bufoidia,6,0
genus,Bulia,6,1
genus,Bullis,6,0
genus,Bulonga,6,0
genus,Bunaea,4,0
genus,Bunaeopsis,31,7
genus,Bundelia,1,0
genus,Bungalotis,11,3
genus,Bupalus,8,1
genus,Bupota,3,0
genus,Burathema,1,0
genus,Burca,7,1
genus,Burgena,15,0
genus,Burgeonidea,1,0
genus,Burlacena,3,0
genus,Burmannia,1,0
genus,Bursadella,14,0
genus,Bursadopsis,4,0
genus,Burtina,4,0
genus,Bustilloxia,2,0
genus,Buszkoiana,1,0
genus,Butaya,1,0
genus,Butleria,9,0
genus,Butleriana,4,0
genus,Buttia,1,0
genus,Buzara,7,0
genus,Buzyges,1,0
genus,Byblia,13,3
genus,Byblisia,6,0
genus,Bycombia,1,0
genus,Bylazora,3,0
genus,Byrsia,6,0
genus,Bytharia,5,0
genus,Bythocrates,1,0
genus,Bythogenes,1,0
genus,Ca,2,0
genus,Cabarda,1,0
genus,Cabares,3,1
genus,Cabera,34,8
genus,Cabirus,1,0
genus,Cabnia,1,0
genus,Cabotella,1,0
genus,Cabralia,3,1
genus,Cacocharis,3,1
genus,Cacochloris,2,0
genus,Cacoecimorpha,2,1
genus,Cacographis,6,0
genus,Cacostatia,5,0
genus,Cacostegania,3,0
genus,Cacotherapia,12,1
genus,Cacozelia,4,0
genus,Cacozophera,1,0
genus,Cactoblastis,5,4
genus,Cacyparis,8,0
genus,Cacyreus,11,5
genus,Cadarena,1,2
genus,Cadiorapa,3,0
genus,Cadiouclanis,1,0
genus,Cadmogenes,1,0
genus,Cadorela,1,0
genus,Cadphises,4,0
genus,Cadra,17,4
genus,Caduca,2,0
genus,Cadurca,3,0
genus,Caedesa,2,0
genus,Caelicola,1,0
genus,Caeneressa,24,0
genus,Caenides,11,2
genus,Caenognosis,1,0
genus,Caenorycta,6,0
genus,Caenosynteles,1,0
genus,Caenurgia,5,1
genus,Caenurgina,4,3
genus,Caerois,4,0
genus,Caerulea,4,0
genus,Caffricola,2,0
genus,Caffrocrambus,14,0
genus,Cahela,1,1
genus,Caicella,5,0
genus,Caina,5,0
genus,Caio,7,2
genus,Caissa,2,0
genus,Calada,2,0
genus,Calamidia,5,0
genus,Calamochrous,21,1
genus,Calamodes,5,0
genus,Calamoschoena,3,0
genus,Calamotis,1,0
genus,Calamotropa,1,0
genus,Calamotropha,103,6
genus,Calamotropodes,1,0
genus,Calanesia,1,0
genus,Calathusa,34,0
genus,Calcarifera,1,1
genus,Calcaritis,4,0
genus,Caledophia,1,0
genus,Calephelis,39,4
genus,Calesia,78,6
genus,Calesidesma,1,0
genus,Caleta,3,1
genus,Calguia,5,1
genus,Calicha,4,1
genus,Calichodes,4,0
genus,Calidota,9,0
genus,Caligatus,3,1
genus,Caligulana,1,0
genus,Calindoea,5,1
genus,Callabraxas,2,1
genus,Callambulyx,13,0
genus,Callarge,2,0
genus,Callasopia,3,0
genus,Calleagris,9,0
genus,Callemo,1,0
genus,Callerebia,27,1
genus,Calleremites,1,0
genus,Calletaera,9,1
genus,Calleulype,6,0
genus,Callhistia,2,0
genus,Calliades,2,0
